;dXeYYT;Lucina Melmar;3578 Evergreen Lane;42;-2;0;
74405377H;RcQS9ujec1;Malachi Hindhaugh;01325 Barnett Alley;41;-4;0;
74407167D;y20GLSQU0tDX;Wendye Camlin;49508 Eastwood Road;39;0;0;
74410087H;Z4A6fj22b1Fi;Mil Cracie;59328 Mifflin Junction;37;-2;0;
74411745H;IJN8yuOXE;Krissie Bryce;37130 Lillian Place;36;-3;0;
74412636E;Po3dQgg3f;Cesaro Dunmuir;86 Knutson Way;35;-0;0;
74422468M;XQHuNUV87ajf;Amelie Comberbeach;86 Holmberg Center;42;-2;0;
74431270I;ZChsZjIrCoI;Hayley Hanny;08 Sunnyside Street;43;-2;0;
74431744D;1gKRvGEwk;Lyndsie Lyenyng;9 Arrowood Pass;40;-6;0;
74440995R;73R7z4obZJ;Wilhelmina Tante;2137 Hagan Circle;37;-6;0;
74446033L;A7qsrEJ;Adrea Gripton;97054 Dunning Circle;40;-3;0;
74452773E;Pf9fryz;Chrotoem Carlo;55 Bellgrove Place;37;-4;0;
74454828U;5FZa99uNpH;Rodrique Janowicz;3310 Paget Parkway;36;1;0;
74459046U;LtmvSRBF;Roseline Brimfield;6997 Fuller Circle;40;-0;0;
74462940D;kza5g3r7Cfsg;Herrick Aphale;051 Center Terrace;40;-8;0;
74463847G;YUDtzWa7Ix;Fraser Shergold;8 Clemons Place;37;2;0;
74487136U;TA35HRwja0f;Nickolaus Olesen;7 Golf Course Park;37;-7;0;
74505492L;IazRMkUBsdvl;Armin De Cruz;46952 Columbus Avenue;36;-2;0;
74508225B;qPoBBCQ;Oliy Bitchener;40 Dennis Road;39;-1;0;
74512965B;wP0TF9;Cristy Ponnsett;3441 Northfield Park;39;-2;0;
74524633U;d5tWCVOXV9u;Reed Carletti;68228 Westend Pass;39;-7;0;
74531286P;vRFGP5jFaNPi;Neall Mantle;75 Manitowish Center;36;-4;0;
74535536T;CTSFOL3;Nevil Colegate;5800 Independence Avenue;39;-2;0;
74551002A;3Zq87KkvR;Holden Pomfrett;432 Huxley Lane;36;2;0;
74559779O;ICxcGq;Barry Hakonsen;5271 Nova Drive;42;-2;0;
74594031O;jhtyFgIcA;Paxton Sibbald;53076 Debra Point;41;2;0;
74599771S;Xr1UiReY4yOu;Marlene Rosedale;7248 Burning Wood Court;43;-0;0;
74622022J;NlMAk4GV;Guido Tunnicliff;32843 Steensland Street;37;-3;0;
74626057C;8gjhx6;Angel Glasscoo;61 Birchwood Plaza;40;-3;0;
74629291G;Ed9o3rQTeuc;Jocelyne Ewebank;6 Ridgeview Way;40;-2;0;
74634600A;B5lRdH3;Dinnie Arlidge;035 2nd Hill;39;-2;0;
74643416K;AqngGz;Dehlia Copner;271 Ryan Parkway;39;-4;0;
74652228B;EOoMtzAZPshO;Ingeberg Fisby;519 Center Alley;36;1;0;
74654373R;LUZ298;Petrina Piggford;0 Rowland Street;41;-9;0;
74654784U;fSsxE1q7L9V8;Junette Bhar;20 Westport Center;37;-0;0;
74659821M;r4sibvjH0;Burnard Honnan;23 Kipling Junction;40;2;0;
74683216I;Ke8P4lolh7z7;Candis Kitteringham;39 Mosinee Street;40;-7;0;
74687334V;xjNDN7mgLyA;Stefan Fellgett;45 Mitchell Place;36;2;0;
74690892B;pNcq9C08CdE;Pyotr Briskey;8 Hallows Court;41;1;0;
74700623N;nXaMtlqNg5I;Paola O'Lunny;357 Springs Terrace;40;-2;0;
74707752Z;gKkSm3MF6dm;Coretta Drinkhall;955 Arrowood Street;40;-7;0;
74717942L;815OqS0Rml;Briggs Rickert;671 Crownhardt Avenue;40;0;0;
74718041M;Y2s414huk07o;Gilligan Willmont;491 Bunting Park;36;1;0;
74730025W;X14eYjs;Clayton Dutton;42702 Kings Alley;38;-7;0;
74735437B;YCCvnkuu2m;Lauritz Rankmore;263 Heath Plaza;42;-6;0;
74745426R;qzV9BdsaN;Juana Seally;99 Anniversary Road;37;1;0;
74757244H;DYN93z6FarIM;Raffaello Brame;4 Fremont Way;42;3;0;
74757682W;Bt0qt4zeX;Lavinie Gummery;57 Buhler Lane;36;-4;0;
74773255T;A8boN8XrhMzn;Christoph Eagland;3503 Glacier Hill Drive;40;-6;0;
74776536M;KaiteBAhFO;Hersh Puddle;35 Leroy Point;38;0;0;
74800364H;TDkQadb2QNs;Robb Errey;1762 Jenna Drive;40;-2;0;
74815412X;0zNjKoC6cUL;Roseann Umpleby;52076 Anthes Drive;37;-8;0;
74824275E;m0TQlkMgt;Riane Colt;066 Brown Place;39;-7;0;
74850122T;JygqaIZ1;Mara Stormonth;2 Stoughton Crossing;40;-4;0;
74855380M;1yGwZOCiQqV;Wolfgang Uebel;655 Gale Park;39;-0;0;
74881748O;qS93xlF;Jory Mundow;0943 Troy Center;38;-7;0;
74890825M;4v5tBPv;Helenka Jarritt;9550 Springs Point;41;-1;0;
74893674H;60D5TLtfyS;Suzette Clines;7 Dahle Drive;38;-5;0;
74895836J;mX4cLwkbRg;Zandra Manach;1 Surrey Drive;37;-0;0;
74904377L;Z37zdhblV8;Blondelle Rouzet;14804 Village Parkway;37;3;0;
74910524G;S1SlxY;Myrilla Bradman;339 Hanson Center;39;-7;0;
74928222K;TCnURmz;Alvera Pedroli;999 Old Shore Junction;40;-3;0;
74961541L;wh2h1Ywb;Adaline Vaszoly;244 International Crossing;38;-4;0;
74967625N;e3r9EdC0;Laurie Mandre;01446 Buhler Point;43;-4;0;
74967973M;7DEaq9;Patrick Fredy;5298 Northview Road;39;-1;0;
74975624X;q6aS1v5EQvq7;Ericka Mahaddie;32885 Rowland Crossing;36;-7;0;
74976357A;Awnbc1I1j9M;Christy Spores;1 Vidon Crossing;40;-9;0;
74992106V;qqLu2EW5;Ardith Nisuis;7686 Packers Center;37;-4;0;
74997818X;3Bh5kJlWvR;Cathrine Melvin;1 4th Road;42;-0;0;
75003329L;WRfV0pcR;Ethelind Eager;5 Caliangt Plaza;41;-7;0;
75003995N;jG037WLDCo5;Lucinda Eakens;27511 7th Way;42;-0;0;
75005285C;cHLmzhskCZ;Giavani Sheber;95 East Lane;39;2;0;
75024302X;RnMUCnvJ3Wr;Doroteya Govett;65 Waubesa Way;41;-4;0;
75040509D;WL4bhRjti;Ina Balfre;7687 Clove Plaza;40;-2;0;
75041760Q;vgNz5t8;Lynn Leggen;4 Shasta Hill;41;-0;0;
75059126Z;7uwQdEhCdDjt;Amalita Dominick;1617 Manitowish Junction;40;-0;0;
75103666U;oiYkC1BA;Rhiamon Spence;3002 Maple Court;41;-7;0;
75112051V;g7OrFFAF;Ancell Fleming;205 Lerdahl Circle;42;-8;0;
75116986M;IAGs90X;Ashlee Hyndes;59 Pennsylvania Avenue;36;1;0;
75133001Q;1AniB9C5bPiP;Hilde Fillis;4 Lillian Way;37;2;0;
75175624V;9ajzbeFDIlq;Lina Pedlingham;8 Moose Place;38;-6;0;
75180458I;v1kUpMla9;Kathi Cufflin;51 8th Street;37;-7;0;
75184975P;Cm06PlXU;Carlyn Casbon;74353 Grayhawk Point;41;-6;0;
75191583F;wYDodt;Heloise Masser;36697 Independence Way;37;2;0;
75191712E;MDxpSg;Midge Camillo;5 Dapin Court;39;-2;0;
75198746Q;0dpSl7ptU2u;Freeland Planque;3 Arizona Lane;43;1;0;
75201539X;7ya4BEMw8;Dale Bachs;27 Arapahoe Trail;42;-7;0;
75234555S;m0YqffR1Q;Eli Ethridge;265 Buena Vista Point;41;-8;0;
75237452X;aGsk4j9eEuf0;Ekaterina Stoacley;313 Clyde Gallagher Trail;41;1;0;
75275797O;PuW8bZu;Velvet Worsfold;963 Monica Pass;36;-7;0;
75279190A;bWJpT4x5nUg;Xylia Shaxby;45 Logan Center;38;-9;0;
75281821N;eEpNWS2vy;Ivar Guiraud;02 Fallview Junction;36;-1;0;
75291153N;36JUKRj;Ame Dellit;54 Cambridge Street;40;0;0;
75317380O;hRTB7ncY;Corena Obispo;3 Arrowood Lane;37;-7;0;
75319663F;Z23udYysYq8v;Jody Dowden;6 Fairview Point;37;-2;0;
75321078A;M0BTDEn5I2;Viola Lamdin;6 Caliangt Avenue;39;-2;0;
75324691B;v7OtDWXBlTX;Kiri Norkett;9 Gerald Way;42;-5;0;
75336493O;bjFwIE;Rogers Van der Brugge;131 Warbler Pass;35;-4;0;
75337440L;3P78LWAWQm4G;Arlena Belvard;40984 Forest Run Trail;39;-7;0;
75349430Y;1KCXFkn;Hendrika Goodlet;503 Melvin Terrace;39;1;0;
75353440B;Ctnon46TOi5u;Eberto Flannery;862 Cascade Center;38;-2;0;
75362796B;U1ckcdEtBsqj;Ingaborg Giacomelli;6 Westport Lane;38;1;0;
75366704N;HfkZ7LL;Barris Castane;60699 Green Ridge Circle;39;-3;0;
75377607H;qoX4bVzs;Donella Wardlaw;7 Dottie Court;36;-5;0;
75378445D;rlRMIsjNsv;Town Chene;59 Cambridge Court;43;-5;0;
75383534K;lmtA0ex;Nathanial Easman;4 Elgar Court;40;-1;0;
75394883K;YwgB45jEW7;Caleb Hoggan;15 New Castle Way;39;-6;0;
75407899G;z0U0V2R6AB;Bobbie Buey;54161 Atwood Parkway;42;-2;0;
75416669X;z2CtwdJ;Gwendolin Capsey;1 Dwight Hill;39;-4;0;
75419649C;Da1esOITwD;Tabbie Mc Carrick;99353 East Point;40;2;0;
75421712I;qiuAtuj;Karita Jakaway;781 Riverside Park;37;-9;0;
75433347V;AKQiIGdUx7rU;Agnese Caddock;5 Acker Avenue;39;-0;0;
75435643V;82f9NlRBBX7;Justino Fone;30247 Eastlawn Junction;35;-6;0;
75447111E;dYdRwWsUp;Armin Allder;046 Birchwood Crossing;37;-9;0;
75452734E;0eKqDvZBZeZd;Beverley Roggieri;913 Montana Road;41;-1;0;
75468781N;j4ZJplbyhG3b;Gusty Ladlow;2859 Birchwood Crossing;43;-4;0;
75487484H;yeDuCeBafDtI;Palmer Wallace;2 Burning Wood Plaza;40;-8;0;
75495645C;YGOZTtmj3kR;Roshelle Ladley;89929 Truax Trail;38;1;0;
75499864O;BoLpgzK1Xrbi;Karoline Losbie;85222 Del Sol Avenue;38;0;0;
75513096I;1EPsPU;Abagail Jizhaki;39 Declaration Trail;36;-2;0;
75513368R;PuomFpRxNdU;Herc McGrayle;97302 Dapin Parkway;38;2;0;
75521232S;vUTLMhpntBq;Janella Tamsett;85 Golden Leaf Place;36;-7;0;
75562330I;EZWx0wL1Ro;Maxie Skule;70557 Hansons Lane;37;-6;0;
75570542E;BHGfSrRVLUq5;Yurik McLleese;5 Corben Circle;43;-4;0;
75579811K;9p0Ora1;Kingsly Duckering;7 Sloan Lane;37;-8;0;
75585245G;qjgwwcn8ikU;Lita Labram;3599 Caliangt Pass;38;2;0;
75600005H;KBMPYooEf8;Puff De Coursey;0247 Lukken Road;36;-3;0;
75608341Y;5OTq0cRl;Balduin Ivkovic;302 Twin Pines Trail;40;0;0;
75613865W;QUKIcpI;Cloris Packington;53255 Marcy Center;36;-6;0;
75622513C;6YF14qIkcGb;Silva Inman;38 Duke Lane;43;-3;0;
75627001T;Pztkge;Benedetta Vigurs;6 Cordelia Road;36;-2;0;
75631207J;5hWs2X2lP7P;Erena Aubry;6 Coleman Alley;37;-7;0;
75632346H;qLyTQ43;Patrizio Frere;61511 Anhalt Road;40;-4;0;
75636123Y;Cx3yqViZt;Chryste Mishaw;02 Manitowish Lane;41;1;0;
75641383M;hqSFNduTlR9;Kordula Bridgwood;88 Lien Circle;38;3;0;
75650288I;r28tsEz1Z2LU;Doroteya Freebury;00 Bluejay Park;36;-9;0;
75660052S;LHQ6U4r3pGq;Nehemiah Silman;1659 Sage Road;41;-6;0;
75678178G;eF0cMk7l6;Sollie Lowen;692 Waywood Center;40;-7;0;
75684001R;U4qqrp2;Cherice Torrie;82 Farragut Court;37;-6;0;
75694515T;RE6hdknl;Bob Studdard;333 Laurel Terrace;43;-3;0;
75698934R;ShGyBdX;Taylor Kinnaird;26 Talisman Lane;37;-0;0;
75701146V;b0hY0Au;Adiana Whall;62409 Superior Alley;38;-0;0;
75703099U;lDbybqaN;Lian Fransman;834 Commercial Alley;42;-8;0;
75735369Q;jgQeQom;Delmore Havenhand;5 Artisan Point;38;-7;0;
75747548Y;tbhbSfPB;Sandy Tipper;0 Ramsey Terrace;36;-2;0;
75749580U;7YMX0HsS;Theresina Gillebert;0 Lakewood Alley;37;-8;0;
75773277Y;3H6Fof5rBq;Valdemar Furney;94690 Dwight Way;36;-6;0;
75779699R;N8Cshoyw;Rollins Broker;92338 Ludington Lane;39;-5;0;
75814647R;bMzcxo3N;Jessalin Itchingham;5235 Northwestern Junction;42;-6;0;
75814694Q;jS8KGOY;Wilmar Stribbling;02929 Gale Avenue;37;-7;0;
75815218B;oNBFUFf;Carlie Dunstan;1 Knutson Circle;38;-0;0;
75830590M;kNGiJey;Bobbie Blowin;3 Eggendart Trail;42;2;0;
75845668D;dJCOyD5iXa;Tonya Coaten;01 Messerschmidt Way;37;2;0;
75859572Y;Dmcn5NlU;Town Sebrens;8 Emmet Crossing;42;-1;0;
75867560G;88GPmtBvHLE;Cleo Maneylaws;838 Macpherson Road;38;-3;0;
75881697B;hLnhMJgL;Taryn Filippone;90347 Mayfield Point;36;3;0;
75903755M;T8e459Ut;Dahlia Shevill;30 Huxley Circle;40;2;0;
75920486L;g0e2UTL;Anthe Punch;95274 West Park;40;-5;0;
75924051B;6BqETj2UEr5;Heidie Gillatt;02679 Fisk Avenue;38;-0;0;
75938178F;dBxVP4StMu;Fawnia Perez;9003 Johnson Place;39;-2;0;
75942430I;f25UNBKtz;Isabeau Greggor;915 Namekagon Plaza;42;-0;0;
75945048F;31Pbc722Eju;Lorine Schohier;3078 Burning Wood Park;41;3;0;
75948161X;aznAMaFb88wV;Shae Harpin;0 Sycamore Place;38;-6;0;
75957691H;uFZSIGEjwsO4;Blaine Asbury;11557 Walton Pass;40;-5;0;
75995877J;z2nyLYa;Rosemonde Dyne;7505 Cherokee Terrace;40;1;0;
76024916R;ZNr7xTNPSae;Lavena Cardinal;3 Dorton Center;40;-7;0;
76033313M;oa3kQr6EF5;Kelsey Neighbour;187 Raven Court;42;2;0;
76036927Z;LbllY3B;Dickie Halliberton;865 2nd Circle;37;-8;0;
76037872H;DNTM0Jm;Aleda Dupre;58 Lerdahl Avenue;38;-0;0;
76071913L;Vr4UNlzj6t;Eden Kleine;970 Myrtle Junction;39;2;0;
76076677D;iXOZypjV1;Dew Northen;1531 Vermont Crossing;39;-2;0;
76094777U;Dwk3Mnw7bSnY;Sydney Doe;14 Dawn Circle;37;-4;0;
76110413S;uw7iu9KA;Jenilee Melesk;4869 Bultman Place;37;-0;0;
76110891P;4RfSMwbt;Prescott Dumbreck;1755 Park Meadow Plaza;40;-8;0;
76131330Y;q9wtNon;Yovonnda Wastie;45 Pleasure Street;38;2;0;
76131484K;ZlyWGbE;Dinny Aitken;6189 Dayton Terrace;38;-4;0;
76146214R;RZmZ45GXS;Tiphanie Leney;51 Mariners Cove Plaza;37;-7;0;
76156404G;913MwUzp8E;Lorna Kemson;213 Melvin Junction;41;-8;0;
76161809Q;3g6xC5jQi;Leonard Gason;2 Harper Alley;37;-9;0;
76216543L;pc0jtDX;Ardath Ryland;68814 Anthes Street;39;-4;0;
76228579Z;ln9cUL7;Karlie Brithman;8 Loftsgordon Place;36;-2;0;
76231092L;auHoUlnWa3Y;Liuka Swash;1714 Westerfield Pass;40;-6;0;
76234792I;cvjuUiJoyN9r;Orland Prandy;034 Loftsgordon Hill;35;-3;0;
76239083P;EfwIqmTb;Kizzie Duthy;0 Shopko Way;41;-3;0;
76240172C;dBS5Qf5;Kevina Clulee;8 Prairieview Crossing;42;-0;0;
76256270Q;QyZdynJmDeb3;Juan Jenno;48762 Stephen Court;41;-0;0;
76264413K;Axk3RyVo6lZ;Orville Tucknutt;78 Garrison Terrace;36;-6;0;
76277312G;t7uxvGiH;Bunnie Royan;7434 Sheridan Hill;42;-8;0;
76279962U;kc4OVTVOEo;Scotti Clifft;323 High Crossing Road;39;-0;0;
76285444I;0TheGTQHVI;Emmalynn Plaister;0666 Packers Trail;38;1;0;
76300067L;fls8fh;Daryn Smith;7392 Utah Point;43;-3;0;
76313862T;ME8qNYHL;Rich Fardy;21 4th Crossing;41;-1;0;
76323801C;go6intJiE1;Noak Hachard;41719 Arkansas Center;42;-4;0;
76324830Z;4KTtYi6XAyW;Elysha Bellelli;7 Village Green Terrace;38;3;0;
76339203S;gndPW9skl4;Edyth Oldcroft;24 Valley Edge Court;37;-7;0;
76353075I;Ex0IqK;Regina Alyokhin;0115 Truax Circle;38;-0;0;
76354551Z;GDKuZ5IfXyO;Jacquette Eggleston;0 Calypso Road;39;1;0;
76358986O;cmlp10Ta;Quincey Cardoe;85069 Knutson Avenue;37;1;0;
76362282M;sLciInEWrShX;Taryn Canto;98 Erie Parkway;39;3;0;
76364177E;vpWJerWWZaY;Karlan Eyree;4 Pennsylvania Place;41;0;0;
76367265H;CoZuBcW;Beltran Heffer;7427 Bonner Drive;42;-0;0;
76383380D;e0XCmtnqdzV;Essie Ledur;397 Onsgard Drive;41;-6;0;
76399038K;9rXSpWC;Roxanna Russ;8320 Donald Place;36;1;0;
76411776B;bXrsgrsucLQg;Marna Arkill;81 Southridge Drive;41;-2;0;
76447004E;f47HcQH6u;Lynnelle Tumbridge;52 Forster Point;40;-4;0;
76448116Y;3ujmro;Brocky Houlden;3131 Myrtle Place;38;-0;0;
76453600V;hzbDRXYzSTx;Bobbette Hobell;7 Boyd Drive;38;-5;0;
76455261J;t9fuQryx3gp;Sayre Agerskow;254 Butternut Place;39;-3;0;
76470043L;DXIw0hAp;Eugen Peche;84946 Oak Valley Parkway;37;-0;0;
76473849M;uxLkag;Julee Agiolfinger;120 Melrose Trail;40;-5;0;
76479322I;IXwt0X;Chaddy Scranny;0 Schiller Court;40;-2;0;
76496084K;O0HVFXjwPQi;Rhodia Liveley;93282 Green Ridge Place;36;0;0;
76513269P;tXDubgRh;Dorie Nosworthy;53 Monument Drive;41;-2;0;
76524282J;n1tuE8T93TyY;Gianni Collington;875 Mandrake Center;41;-3;0;
76526081Y;lHkgGO;Elysee Mathewson;610 Mosinee Plaza;38;-6;0;
76536523R;Ujt3hD1;Morten Peacher;7195 Wayridge Alley;40;-5;0;
76546531L;nJdnfom;Evie Iglesia;50 Iowa Park;37;-4;0;
76599786R;oVs5kGl1;Sibylla Dinis;956 Corben Park;40;-3;0;
76602557V;ZTk2mJ48;Zachary Husbands;52508 Mendota Place;42;-5;0;
76604449S;QAZbeygyYxg;Ekaterina Brunning;5 Helena Avenue;38;-9;0;
76648986I;8f3tV8J953;Amelina Strafford;9 Northland Junction;40;-3;0;
76652138T;Pyuf9aHja;Darla Bettington;0 Buena Vista Lane;37;0;0;
76654208O;6vRVHdOaO;Kissee Roath;26957 Toban Plaza;36;3;0;
76669808T;M0FfGzQxl;Aretha Fosdike;71 Kingsford Circle;37;3;0;
76685040H;o2vbDPt;Mavra Zack;093 Nancy Place;39;-7;0;
76685330A;usNWkxU0dWn;Carmelia Profit;1 Sutherland Hill;38;-5;0;
76691520R;tgKfTqdaDb5;Cordelie Bromige;43681 Valley Edge Road;37;2;0;
76698629U;Ke6U7y2wU;Perle Cavan;92 Clove Street;42;1;0;
76713815H;MRrpvQ7f;Hernando Pavlik;3422 Anderson Park;43;-6;0;
76725207X;JygR5Msz;Karlik Logan;584 Westport Park;39;-7;0;
76725996X;LIfpT0XfKS;Theda Oliffe;1216 Gale Point;40;-2;0;
76772377G;MrbUnGcGEExR;Garwin Powers;63947 Reindahl Trail;42;-0;0;
76775529X;GjNAiQ3n;Savina Whanstall;05 Bayside Junction;43;-9;0;
76775629P;XKjQzpv;Jessa Sharkey;833 Weeping Birch Point;43;-8;0;
76776606J;IYADyWWTC;Even Ashfold;54 Elmside Plaza;41;-3;0;
76777875Z;fy6dqTaIZU;Georgine Hinrichsen;64755 Tennyson Plaza;38;1;0;
76795915J;2kBs11L;Annaliese Riddell;52 Annamark Road;41;-0;0;
76811165A;Pn6PPj;Hilarius Abells;1 Ridgeway Park;41;-1;0;
76833359G;owfV4P;Eudora Speirs;8 Leroy Circle;37;-5;0;
76840901O;N8EfX8s52;Theodosia Royans;20015 Express Way;41;1;0;
76846146B;Qjy82e6dB9I;Wit Taffee;8989 Corben Avenue;37;-1;0;
76856322G;Vi2S2gM0C;Micky Domm;02 John Wall Way;40;-5;0;
76874551X;cNpM2L06DUM;Rahal Harce;0 Norway Maple Alley;38;-0;0;
76875069L;6gIRnGhZw4;Husein Lewendon;95 Hoard Lane;42;-8;0;
76881345F;Rb1LxU;Anna-diana Foulsham;65201 Dunning Plaza;41;-6;0;
76882357W;dDi2TrK9xRo4;Marice Bunker;9 Almo Way;42;-7;0;
76896159C;QLdJpQXl6vf;Stafford Manssuer;64 Marquette Terrace;40;-2;0;
76901310R;hRGjj9TF;Kristopher Rafter;584 Hermina Junction;42;2;0;
76902046S;u1yE2sC2;Eydie Winram;8097 Carpenter Point;37;1;0;
76905057S;LCLmeOEVHgmI;Dietrich Gordon;9279 Dovetail Street;36;-6;0;
76912413Z;CDKZDF7q7bIz;Carolina Beinisch;81 Washington Drive;42;2;0;
76913531D;xVSoDw;Nanon Attard;339 Roth Hill;35;-2;0;
76914992T;DuDDlqC;Shaun Lusty;71 Moose Way;42;-3;0;
76916510Z;cuO9wL1UKl;Wylma Kellegher;64 Susan Terrace;37;2;0;
76929524L;lIbTk2l;Byrle O'Fihillie;640 Sutteridge Alley;36;-6;0;
76932304A;NSgP9gA;Codi Pettitt;0 Spenser Street;36;-7;0;
76940414K;KlQzTQ3udh;Horton Blunsen;0 Kipling Alley;39;1;0;
76942866I;OlWdL5wsMW6;Wendell Stoppard;8215 Arizona Drive;37;-1;0;
76951379F;C9h1QgEZDsj;Willy Swinfen;452 Clyde Gallagher Crossing;41;-4;0;
76953487E;0QeZs8D;Laina Jonuzi;2857 Pepper Wood Place;36;2;0;
76970109L;AtG9cVO;Anett Greenhough;73 Superior Park;43;1;0;
76980552B;5bM1obhdS;Shem McNirlin;7 Iowa Street;36;-5;0;
76988790F;2VuCOc6Il;Alfonse Bulley;20 Elka Parkway;38;-8;0;
76990926O;3gpkIy;Scarlett Laingmaid;30963 Ilene Place;41;-4;0;
76992765M;0WhctuJ;Corney Markl;6443 Londonderry Center;43;0;0;
76995865O;7GAoItsCwGQM;Nicole Jimenez;465 Lakewood Gardens Terrace;40;-0;0;
76997129D;9SlGpa2ORL1;Marie-jeanne Tordiffe;87813 Sachs Drive;38;-4;0;
76999602X;5rl2lVLn;Tades Darnborough;6457 Calypso Point;40;0;0;
77024525B;QlbHkk1P;Nancy Patrickson;2 Spohn Junction;36;-0;0;
77030172H;hQcGadB;Gale Bingley;27368 Dottie Center;36;-5;0;
77034480Q;nT5EalzA;Goran Hairs;18 Nova Circle;36;-6;0;
77040908Y;mt456g1Li;Felicity Warlow;77 Haas Street;38;-3;0;
77060100U;iZbsTHJ;Marguerite Ray;08761 Algoma Trail;42;-4;0;
77061167P;RJAXsC7g;Estevan McGilroy;9362 Forest Run Circle;39;-3;0;
77063034T;LfU93PEickKS;Julietta MacAskill;533 Vera Point;35;1;0;
77068925U;mc0UTCawW;Willy Cosgrive;7 Melrose Way;37;2;0;
77077263H;IiuMFxf;Klement Shear;587 Surrey Court;39;-5;0;
77085894D;3Kq8vWlDU;Issi Hancke;1867 Kim Terrace;38;-3;0;
77105655Y;d1XTN2Unwy;Arlinda Ingrey;76450 Talisman Parkway;42;-3;0;
77109686K;v1w0ON;Karina Reveland;80398 Cambridge Avenue;37;0;0;
77116897Z;wCdRujV;Joann Muddiman;3001 Colorado Court;41;-8;0;
77117403M;F7Znan;Burtie Argabrite;36 Rieder Crossing;40;-5;0;
77117603T;3M4TbfmRtY;Ricki Leas;3147 Dayton Crossing;40;1;0;
77120190Q;Qb2ezDRK;Symon Gillis;14 Michigan Avenue;37;-5;0;
77123333M;EE4xWvOfT9;Glennis Laherty;05 Lawn Way;38;-3;0;
77130533O;PLZ1I4kZ;Penelopa Loffel;88068 Stephen Court;38;0;0;
77139550S;g3T8iw;Kathe Allsepp;69 Commercial Junction;40;-0;0;
77141260B;Sil1M2YfZ7Lu;Adina Aleksandrikin;3204 East Street;40;-0;0;
77145514X;yeIJBhT7f;Shaun Meddows;0 Tony Court;42;3;0;
77150882S;pK5561HjnHV;Bevin Jurs;8 Lerdahl Way;39;-4;0;
77151164E;osIiPX;Felicle O'Shiel;3760 Myrtle Parkway;42;-7;0;
77169477G;diPM6IujZI;Gabie Welburn;9 Knutson Park;40;-1;0;
77187412Y;GBmOLo0BtKE;Gaby Jolliff;30386 Elmside Plaza;36;-3;0;
77244602O;v8vhjfFR;Eileen Shorte;3 Pearson Parkway;42;-4;0;
77250825D;0Z1f7Tlt;Dagny Grigorushkin;855 Veith Place;41;3;0;
77271687E;8UKa6jMjpq;Clim Stubbings;1046 Vernon Avenue;37;-1;0;
77276635U;1fhxWGa9pyJ1;Giorgi Cana;097 Bonner Plaza;36;1;0;
77287388R;1Jk6Ar;Irene Bardwall;059 Golf View Pass;36;-8;0;
77298106D;U01Yk0dGxcuw;Meier Cavilla;3180 Michigan Road;42;-2;0;
77319957G;TWXQxP;Gwyn Astall;19 Union Lane;36;-3;0;
77321469E;PyhbWV;Jodi Pratley;544 Sherman Alley;36;-0;0;
77322118V;89DcbqRcrZm;Cristine Cuardall;0205 Kedzie Trail;40;-3;0;
77324311Z;R5rXrwEGrK;Othilie Fechnie;48148 Clarendon Road;38;-5;0;
77326295V;lCPznosI;Johnna Hadigate;255 Erie Place;43;1;0;
77353556F;HIyAoz8;Mack Brogiotti;5 Clemons Crossing;38;2;0;
77356893M;gx6t6Kc;Terri-jo Hannabus;46800 Golden Leaf Plaza;42;-1;0;
77364947M;8t8SDkrl;Jodee Frissell;9 Express Point;37;0;0;
77368254C;Z0hMn5wTEGAK;Lambert Dye;0 Cody Parkway;41;-9;0;
77375296T;CB1OL9aZ2Dv;Catlee Terrans;2 Cordelia Hill;41;-5;0;
77388103K;GhJHMDrqMyDj;Maybelle Yushankin;8045 Straubel Alley;42;-1;0;
77396490B;vevDoVZVDciA;Ulrikaumeko Orringe;75 Canary Terrace;39;-8;0;
77409303C;abV5VAE;Kristan Miko;6 Dahle Park;41;1;0;
77410354A;U2Zr7oBKT6pc;Ulrick Blacksell;81205 Barnett Place;42;-5;0;
77410970D;DPEauEtxkV;Mellicent Sparkwell;733 Arapahoe Junction;40;-5;0;
77418521U;9QeEeGl;Colene Brockett;69 Coolidge Crossing;42;-8;0;
77419362O;gyiapW7;Erastus Tilne;957 Starling Drive;42;2;0;
77420670J;GciPvFS0zri;Claire Rump;8338 Dapin Terrace;38;-1;0;
77428801W;zAZgplwJDBO;Sibella Phizacklea;5778 Hauk Way;41;-4;0;
77432987F;BtMybMV8gQ;Ada Chaucer;008 Saint Paul Hill;35;-4;0;
77433269S;5xRjpwwp9;Kala Andras;00 Butterfield Point;42;-3;0;
77440085V;JVVvXxfc8bg;Christen Stuke;50960 Dixon Place;41;1;0;
77441254Q;iJ1GcMZLVgXU;Marillin Kirckman;4245 Cardinal Point;42;-1;0;
77447729I;54t0OYj;Larine Eat;6841 Corben Way;43;-6;0;
77450236P;w7xIOJZhK;Saunders Farryn;33 Bartillon Park;41;2;0;
77455598X;sKQxcyeUbXz;Mellie Kevern;730 Sommers Street;42;-5;0;
77466264G;SqXHVJQI;Brina Dyzart;31858 Hagan Plaza;40;-6;0;
77490559W;uM9w2ZkzVYM;Ian Cale;093 Monica Center;37;2;0;
77493750M;S4ZjaVWT;Shep Barnwille;32641 Veith Point;36;2;0;
77495362P;81aGajbDL;Pet Estevez;01194 Badeau Crossing;36;-3;0;
